"","Schluessel","Name.y","Wahlberechtigte.btw","Wahlbeteiligung.btw","Gueltige.Zweitstimmen.btw","CDU.CSU.btw","SPD.btw","GRUENE.btw","FDP.btw","LINKE.btw","AfD.btw","Sonstige.Parteien.btw"
"10212",9276121,"        Frauenau","2273","62,9","1414","570","531","76","37","58","49","93"
"10213",9276122,"        Geiersthal","1764","64,3","1124","664","185","33","33","12","61","136"
"10214",9276123,"        Gotteszell","980","63,2","615","324","123","10","33","21","23","81"
"10215",9276126,"        Kirchberg i.Wald","3426","62,7","2128","1210","356","70","78","73","85","256"
"10216",9276127,"        Kirchdorf i.Wald","1723","59,1","1015","584","190","19","33","32","41","116"
"10217",9276128,"        Kollnburg","2279","58,0","1313","829","169","42","69","28","54","122"
"10218",9276129,"        Langdorf","1539","68,2","1037","508","256","35","27","26","67","118"
"10219",9276130,"        Lindberg","1950","62,2","1204","652","259","63","49","34","65","82"
"10220",9276134,"        Patersdorf","1415","60,4","849","458","161","29","23","26","33","119"
"10221",9276135,"        Prackenbach","2202","59,9","1307","790","168","43","50","34","79","143"
"10222",9276138,"        Regen, St","8904","59,5","5235","2935","942","247","211","188","271","441"
"10223",9276139,"        Rinchnach","2517","61,4","1530","896","271","48","61","54","63","137"
"10224",9276142,"        Ruhmannsfelden, M","1612","63,5","1005","591","142","56","34","28","45","109"
"10225",9276143,"        Teisnach, M","2298","58,9","1340","722","281","29","53","33","83","139"
"10226",9276144,"        Viechtach, St","6613","57,9","3780","2108","647","176","165","111","191","382"
"10227",9276146,"        Zachenberg","1682","62,0","1033","560","152","39","43","44","36","159"
"10228",9276148,"        Zwiesel, St","7656","58,5","4434","2344","910","214","166","164","230","406"
"10229",9277111,"        Arnstorf, M","5226","56,7","2933","1832","438","162","113","67","82","239"
"10230",9277112,"        Bayerbach","1347","63,4","851","488","153","41","26","18","27","98"
"10231",9277113,"        Bad Birnbach, M","4535","63,7","2867","1732","454","117","129","81","90","264"
"10232",9277114,"        Dietersburg","2483","65,0","1603","943","189","94","75","51","59","192"
"10233",9277116,"        Eggenfelden, St","9766","60,3","5837","3254","1090","380","292","127","219","475"
"10234",9277117,"        Egglham","1947","61,7","1191","738","192","61","35","27","42","96"
"10235",9277118,"        Ering","1459","66,0","954","528","158","39","35","34","51","109"
"10236",9277119,"        Falkenberg","2993","69,5","2064","1424","233","98","69","39","54","147"
"10237",9277121,"        Gangkofen, M","4968","68,2","3360","2191","309","162","123","96","106","373"
"10238",9277122,"        Geratskirchen","653","68,5","445","337","20","11","12","8","17","40"
"10239",9277124,"        Hebertsfelden","2880","65,9","1867","1100","247","116","83","43","90","188"
"10240",9277126,"        Johanniskirchen","1964","63,3","1233","671","167","51","44","38","52","210"
"10241",9277127,"        Julbach","1827","66,8","1209","617","239","70","52","27","75","129"
"10242",9277128,"        Kirchdorf a.Inn","4085","74,8","3009","1649","566","148","105","94","121","326"
"10243",9277131,"        Malgersdorf","941","66,4","620","395","86","29","16","14","22","58"
"10244",9277133,"        Massing, M","3007","61,4","1833","1156","238","85","75","50","57","172"
"10245",9277134,"        Mitterskirchen","1617","69,9","1119","750","116","34","45","28","43","103"
"10246",9277138,"        Pfarrkirchen, St","9116","61,3","5542","3055","958","323","248","188","227","543"
"10247",9277139,"        Postmuenster","1869","66,0","1225","749","164","66","41","45","44","116"
"10248",9277140,"        Reut","1387","68,7","948","591","115","52","30","24","42","94"
"10249",9277141,"        Rimbach","701","71,3","494","350","44","22","17","11","11","39"
"10250",9277142,"        Roßbach","2328","63,2","1466","973","139","44","39","44","59","168"
"10251",9277144,"        Schoenau","1513","70,0","1053","628","131","70","29","45","44","106"
"10252",9277145,"        Simbach a.Inn, St","7061","59,8","4179","2398","693","248","173","128","132","407"
"10253",9277147,"        Stubenberg","1090","63,3","682","376","100","50","27","23","15","91"
"10254",9277148,"        Tann, M","3087","66,9","2029","1196","263","89","108","42","77","254"
"10255",9277149,"        Triftern, M","4196","62,4","2602","1582","336","136","93","59","80","316"
"10256",9277151,"        Unterdietfurt","1685","68,0","1131","744","131","61","42","25","33","95"
"10257",9277152,"        Wittibreut","1604","65,5","1043","641","124","48","41","35","30","124"
"10258",9277153,"        Wurmannsquick, M","2951","71,0","2073","1325","224","112","74","49","83","206"
"10259",9277154,"        Zeilarn","1655","68,1","1119","699","119","57","39","19","42","144"
"10260",9278112,"        Aholfing","1338","72,4","964","603","122","21","39","23","51","105"
"10261",9278113,"        Aiterhofen","2573","72,8","1854","1189","217","47","111","49","65","176"
"10262",9278116,"        Ascha","1213","69,1","830","479","148","25","23","16","17","122"
"10263",9278117,"        Atting","1306","75,7","982","602","141","47","51","25","25","91"
"10264",9278118,"        Bogen, St","7682","61,0","4640","2782","717","192","210","130","155","454"
"10265",9278120,"        Falkenfels","803","72,1","574","332","55","25","28","25","24","85"
"10266",9278121,"        Feldkirchen","1337","68,5","904","535","132","40","39","24","40","94"
"10267",9278123,"        Geiselhoering, St","5076","68,9","3479","2100","484","116","150","83","126","420"
"10268",9278129,"        Haibach","1714","77,6","1311","933","119","29","43","22","35","130"
"10269",9278134,"        Haselbach","1367","71,2","961","528","137","46","26","36","42","146"
"10270",9278139,"        Hunderdorf","2653","65,4","1715","956","288","61","68","47","67","228"
"10271",9278140,"        Irlbach","913","69,9","636","375","108","22","29","11","16","75"
"10272",9278141,"        Kirchroth","2947","72,3","2117","1350","238","51","75","46","78","279"
"10273",9278143,"        Konzell","1404","75,3","1040","626","166","27","33","19","36","133"
"10274",9278144,"        Laberweinting","2697","74,4","1988","1294","212","88","75","34","43","242"
"10275",9278146,"        Leiblfing","3316","74,0","2430","1549","278","69","99","33","62","340"
"10276",9278147,"        Loitzendorf","505","71,7","358","227","49","12","5","17","10","38"
"10277",9278148,"        Mallersdorf-Pfaffenberg, M","5127","68,2","3459","2059","451","106","177","78","119","469"
"10278",9278149,"        Mariaposching","1115","65,1","720","383","102","22","38","22","24","129"
"10279",9278151,"        Mitterfels, M","1989","69,7","1371","751","255","69","63","27","49","157"
"10280",9278154,"        Neukirchen","1376","70,0","954","574","117","38","39","25","32","129"
"10281",9278159,"        Niederwinkling","1952","72,9","1416","735","188","47","38","30","34","344"
"10282",9278167,"        Oberschneiding","2164","71,2","1530","1065","149","45","60","34","42","135"
"10283",9278170,"        Parkstetten","2457","72,9","1780","1008","311","58","78","47","90","188"
"10284",9278171,"        Perasdorf","434","70,7","305","167","56","9","12","5","7","49"
"10285",9278172,"        Perkam","1161","69,5","801","471","124","28","38","17","31","92"
"10286",9278177,"        Rain","2152","71,0","1514","857","204","43","70","46","60","234"
"10287",9278178,"        Rattenberg","1406","69,3","965","582","147","26","32","26","33","119"
"10288",9278179,"        Rattiszell","1167","76,2","885","564","89","36","30","15","24","127"
"10289",9278182,"        Salching","1972","74,0","1450","882","207","50","79","31","52","149"
"10290",9278184,"        Sankt Englmar","1259","71,0","884","513","173","25","38","22","32","81"
"10291",9278187,"        Schwarzach, M","2155","69,3","1479","821","213","62","76","48","49","210"
"10292",9278189,"        Stallwang","1106","72,8","795","506","90","26","29","15","27","102"
"10293",9278190,"        Steinach","2361","69,0","1616","939","249","79","75","43","60","171"
"10294",9278192,"        Straßkirchen","2524","66,4","1665","1028","243","46","87","30","66","165"
"10295",9278197,"        Wiesenfelden","2902","70,1","2016","1321","205","85","87","56","40","222"
"10296",9278198,"        Windberg","838","73,9","607","339","71","34","33","23","16","91"
"10297",9279112,"        Dingolfing, St","13655","54,2","7318","4013","1485","331","343","255","267","624"
"10298",9279113,"        Eichendorf, M","5286","66,5","3486","1996","580","118","129","91","131","441"
"10299",9279115,"        Frontenhausen, M","3438","59,1","2013","1082","350","66","84","49","94","288"
"10300",9279116,"        Gottfrieding","1659","68,1","1123","611","201","49","51","28","49","134"
"10301",9279122,"        Landau a.d.Isar, St","9922","59,4","5836","3281","892","299","255","184","169","756"
"10302",9279124,"        Loiching","2811","68,7","1923","1111","322","84","72","52","64","218"
"10303",9279125,"        Mamming","2282","65,6","1491","849","210","69","62","23","83","195"
"10304",9279126,"        Marklkofen","2967","65,5","1930","1070","325","102","72","43","58","260"
"10305",9279127,"        Mengkofen","4683","65,4","3042","1719","477","133","149","79","126","359"
"10306",9279128,"        Moosthenning","3806","67,4","2557","1507","420","103","115","48","95","269"
"10307",9279130,"        Niederviehbach","1945","68,5","1319","723","213","70","50","43","59","161"
"10308",9279132,"        Pilsting, M","4990","67,3","3337","1987","458","115","130","94","107","446"
"10309",9279134,"        Reisbach, M","5857","66,7","3877","2306","571","156","168","76","156","444"
"10310",9279135,"        Simbach, M","2896","66,8","1923","1181","250","102","76","32","69","213"
"10311",9279137,"        Wallersdorf, M","5170","62,6","3216","1953","436","123","109","77","70","448"
"10312",9361,"      Amberg","33306","61,1","20213","9671","4708","1325","912","963","849","1785"
"10313",9362,"      Regensburg","103098","66,4","68019","28921","14225","9009","3593","3433","2842","5996"
"10314",9363,"      Weiden i.d.OPf.","33252","62,4","20559","9708","5370","1084","819","1027","903","1648"
"10315",9371111,"        Ammerthal","1651","80,8","1325","666","216","94","41","67","68","173"
"10316",9371113,"        Auerbach i.d.OPf., St","6929","69,9","4806","2368","1308","250","148","172","122","438"
"10317",9371116,"        Birgland","1394","73,5","1018","551","194","60","47","26","52","88"
"10318",9371118,"        Ebermannsdorf","1925","75,3","1435","738","314","66","48","32","60","177"
"10319",9371119,"        Edelsfeld","1476","73,9","1074","499","220","65","80","33","27","150"
"10320",9371120,"        Ensdorf","1789","74,7","1322","747","265","78","38","27","35","132"
"10321",9371121,"        Freihung, M","1980","71,7","1411","754","266","62","52","41","44","192"
"10322",9371122,"        Freudenberg","3361","78,6","2612","1540","454","119","76","59","65","299"
"10323",9371123,"        Gebenbach","698","75,4","521","281","64","38","16","5","19","98"
"10324",9371126,"        Hahnbach, M","3998","76,0","2995","1760","527","146","99","68","100","295"
"10325",9371127,"        Hirschau, St","4780","73,2","3455","1664","866","164","115","142","129","375"
"10326",9371128,"        Hirschbach","994","72,3","711","334","160","44","28","33","20","92"
"10327",9371129,"        Hohenburg, M","1285","70,0","881","476","161","54","28","40","30","92"
"10328",9371131,"        Illschwang","1609","76,0","1208","624","261","65","63","47","39","109"
"10329",9371132,"        Kastl, M","1937","74,9","1434","830","196","83","45","51","44","185"
"10330",9371135,"        Koenigstein, M","1431","71,2","1011","510","216","58","37","25","27","138"
"10331",9371136,"        Kuemmersbruck","8048","69,7","5576","2670","1571","276","184","195","199","481"
"10332",9371140,"        Etzelwang","1147","72,8","826","360","188","70","51","44","35","78"
"10333",9371141,"        Neukirchen b.Sulzbach-Rosenberg","2077","70,8","1453","624","382","119","102","59","41","126"
"10334",9371144,"        Poppenricht","2724","75,5","2042","1082","468","104","55","81","65","187"
"10335",9371146,"        Rieden, M","2198","71,4","1559","827","306","77","41","60","72","176"
"10336",9371148,"        Schmidmuehlen, M","1907","68,5","1294","709","243","66","34","26","45","171"
"10337",9371150,"        Schnaittenbach, St","3458","71,7","2454","1244","616","103","84","64","67","276"
"10338",9371151,"        Sulzbach-Rosenberg, St","15500","64,1","9836","4496","2777","612","381","458","335","777"
"10339",9371154,"        Ursensollen","2905","74,7","2156","1232","334","87","87","42","78","296"
"10340",9371156,"        Vilseck, St","4355","65,6","2824","1629","440","93","91","80","93","398"
"10341",9371157,"        Weigendorf","989","71,1","696","328","176","56","23","22","15","76"
"10342",9372112,"        Arnschwang","1561","60,3","935","531","107","45","32","38","35","147"
"10343",9372113,"        Arrach","2094","55,3","1142","620","240","35","49","27","22","149"
"10344",9372115,"        Blaibach","1614","62,8","997","540","205","35","34","20","36","127"
"10345",9372116,"        Cham, St","13198","63,2","8237","4654","1325","376","370","274","281","957"
