"","Schluessel","Name.y","Wahlberechtigte.btw","Wahlbeteiligung.btw","Gueltige.Zweitstimmen.btw","CDU.CSU.btw","SPD.btw","GRUENE.btw","FDP.btw","LINKE.btw","AfD.btw","Sonstige.Parteien.btw"
"5252",6431021,"        Wald-Michelbach","8043","70,1","5436","2171","1648","406","274","326","336","275"
"5253",6431022,"        Zwingenberg (Bergstraße)","5127","80,2","4014","1604","1024","488","284","181","260","173"
"5254",6432001,"        Alsbach-Haehnlein","6983","78,0","5319","2082","1427","702","291","278","286","253"
"5255",6432002,"        Babenhausen, Hess","11378","73,8","8080","3180","2314","581","529","459","483","534"
"5256",6432003,"        Bickenbach, Bergstr","4174","79,1","3212","1205","926","363","198","174","196","150"
"5257",6432004,"        Dieburg","11020","78,3","8395","3599","2051","960","466","447","419","453"
"5258",6432005,"        Eppertshausen","4517","76,6","3357","1519","895","248","134","178","207","176"
"5259",6432006,"        Erzhausen","5607","79,3","4320","1615","1263","504","250","238","248","202"
"5260",6432007,"        Fischbachtal","2112","81,8","1675","642","494","181","73","70","108","107"
"5261",6432008,"        Griesheim","18349","75,9","13571","5049","4040","1601","663","779","758","681"
"5262",6432009,"        Groß-Bieberau","3493","74,5","2525","1015","714","229","156","107","150","154"
"5263",6432010,"        Groß-Umstadt","15598","76,7","11609","4269","3655","1277","612","633","553","610"
"5264",6432011,"        Groß-Zimmern","9791","73,9","7008","2844","1966","617","336","421","445","379"
"5265",6432012,"        Messel","2926","81,8","2324","938","696","232","109","113","137","99"
"5266",6432013,"        Modautal","3996","76,5","2969","1176","824","306","147","186","181","149"
"5267",6432014,"        Muehltal","10404","80,0","8168","2972","2289","1200","495","459","427","326"
"5268",6432015,"        Muenster b Dieburg","10450","74,3","7546","3236","1998","664","374","386","422","466"
"5269",6432016,"        Ober-Ramstadt","11051","74,6","8024","2652","2485","1025","367","575","464","456"
"5270",6432017,"        Otzberg","5036","78,5","3848","1523","1196","406","178","187","168","190"
"5271",6432018,"        Pfungstadt","17752","71,8","12344","4686","4071","1097","511","702","622","655"
"5272",6432019,"        Reinheim","12751","75,6","9368","3319","3073","945","443","632","492","464"
"5273",6432020,"        Roßdorf b Darmstadt","9046","79,4","7014","2521","2142","924","322","413","387","305"
"5274",6432021,"        Schaafheim","6900","75,6","5020","2075","1408","382","221","249","258","427"
"5275",6432022,"        Seeheim-Jugenheim","12301","80,1","9635","3787","2391","1383","679","514","508","373"
"5276",6432023,"        Weiterstadt","17615","72,4","12491","4450","4073","1287","546","672","751","712"
"5277",6433001,"        Biebesheim am Rhein","4666","72,6","3240","1111","1025","322","143","187","182","270"
"5278",6433002,"        Bischofsheim","8873","74,9","6426","2315","2015","721","334","355","308","378"
"5279",6433003,"        Buettelborn","10375","77,1","7833","2884","2448","896","346","352","499","408"
"5280",6433004,"        Gernsheim","7428","74,0","5332","2357","1292","435","277","265","350","356"
"5281",6433005,"        Ginsheim-Gustavsburg","11254","74,2","8077","2768","2623","924","347","500","420","495"
"5282",6433006,"        Groß-Gerau","16394","74,1","11821","4581","3556","1271","544","642","609","618"
"5283",6433007,"        Kelsterbach","8145","70,8","5616","2029","1750","487","272","365","384","329"
"5284",6433008,"        Moerfelden-Walldorf","21854","74,6","15856","5377","4706","1892","794","1188","987","912"
"5285",6433009,"        Nauheim","7594","77,8","5762","2260","1546","690","297","340","343","286"
"5286",6433010,"        Raunheim","8419","66,8","5435","1783","1847","482","256","410","306","351"
"5287",6433011,"        Riedstadt","16357","75,8","12054","4589","3859","1170","496","699","634","607"
"5288",6433012,"        Ruesselsheim","38155","69,2","25602","9193","7934","2750","1094","1819","1378","1434"
"5289",6433013,"        Stockstadt am Rhein","4207","72,0","2945","1067","1013","253","123","148","166","175"
"5290",6433014,"        Trebur","10281","77,2","7690","3075","2167","836","439","423","373","377"
"5291",6434001,"        Bad Homburg v.d.Hoehe","37198","77,4","28246","12735","5893","2655","2890","1213","1942","918"
"5292",6434002,"        Friedrichsdorf","17970","78,9","13914","5958","3159","1458","1173","589","1018","559"
"5293",6434003,"        Glashuetten, Taunus","3949","81,3","3156","1532","521","287","342","110","258","106"
"5294",6434004,"        Graevenwiesbach","3825","74,5","2791","1128","788","236","144","141","184","170"
"5295",6434005,"        Koenigstein im Taunus","11032","81,2","8820","4328","1487","726","1223","215","622","219"
"5296",6434006,"        Kronberg im Taunus","13343","81,9","10689","5013","2010","974","1332","343","701","316"
"5297",6434007,"        Neu-Anspach","10928","78,5","8449","3448","2164","856","519","463","663","336"
"5298",6434008,"        Oberursel (Taunus)","31368","80,1","24706","10404","5587","2923","2055","1122","1780","835"
"5299",6434009,"        Schmitten","6574","78,7","5076","2303","1015","442","466","272","350","228"
"5300",6434010,"        Steinbach (Taunus)","6720","74,4","4881","1837","1409","443","411","275","322","184"
"5301",6434011,"        Usingen","9961","76,0","7419","3299","1791","639","498","391","480","321"
"5302",6434012,"        Wehrheim","7151","83,8","5855","2664","1250","612","447","254","428","200"
"5303",6434013,"        Weilrod","4958","76,4","3678","1504","920","358","238","206","258","194"
"5304",6435001,"        Bad Orb","7514","71,0","5128","2298","1333","333","295","296","306","267"
"5305",6435002,"        Bad Soden-Salmuenster","10354","68,9","6920","3328","1545","442","363","336","514","392"
"5306",6435003,"        Biebergemuend","6602","76,9","4947","2308","1215","379","220","236","278","311"
"5307",6435004,"        Birstein","5004","75,9","3635","1539","987","232","206","199","183","289"
"5308",6435005,"        Brachttal","4078","72,2","2862","979","976","222","109","181","177","218"
"5309",6435006,"        Bruchkoebel","15875","77,0","11901","5328","3020","976","629","604","748","596"
"5310",6435007,"        Erlensee","9559","69,8","6413","2378","2062","501","253","374","405","440"
"5311",6435008,"        Floersbachtal","1970","79,1","1486","538","523","82","85","78","81","99"
"5312",6435009,"        Freigericht","11407","76,6","8454","4129","1847","709","431","401","443","494"
"5313",6435010,"        Gelnhausen","16760","74,9","12225","4727","3353","1344","692","794","747","568"
"5314",6435011,"        Großkrotzenburg","5631","76,7","4189","1705","1049","419","277","258","245","236"
"5315",6435012,"        Gruendau","11382","73,4","8060","3278","2308","594","369","489","459","563"
"5316",6435013,"        Hammersbach","3766","76,2","2797","1128","865","189","148","128","170","169"
"5317",6435014,"        Hanau","58048","66,3","37412","14397","10362","3451","2150","2603","2109","2340"
"5318",6435015,"        Hasselroth","5734","75,6","4215","1667","1333","362","190","218","192","253"
"5319",6435016,"        Jossgrund","2864","81,4","2223","1235","360","177","128","73","103","147"
"5320",6435017,"        Langenselbold","10622","74,8","7713","2967","2356","648","325","467","474","476"
"5321",6435018,"        Linsengericht","7826","76,3","5817","2234","1774","545","293","260","389","322"
"5322",6435019,"        Maintal","25562","71,8","17698","6790","5027","1694","978","1207","1108","894"
"5323",6435020,"        Neuberg","4138","76,1","3058","1194","955","191","169","173","188","188"
"5324",6435021,"        Nidderau","15333","78,1","11676","4409","3418","1197","567","674","712","699"
"5325",6435022,"        Niederdorfelden","2626","78,0","1981","753","669","153","99","86","112","109"
"5326",6435023,"        Rodenbach b Hanau","8791","76,8","6544","2680","1981","505","285","357","394","342"
"5327",6435024,"        Ronneburg, Hess","2694","78,0","2029","766","597","153","107","114","147","145"
"5328",6435025,"        Schluechtern","12387","69,8","8442","3272","2443","692","400","494","676","465"
"5329",6435026,"        Schoeneck","9034","78,0","6868","2666","1956","744","434","367","352","349"
"5330",6435027,"        Sinntal","7321","73,8","5251","2153","1499","230","254","278","467","370"
"5331",6435028,"        Steinau a.d.Straße","8372","70,2","5719","2538","1444","332","299","286","498","322"
"5332",6435029,"        Waechtersbach","9049","74,4","6487","2478","2144","465","320","341","382","357"
"5333",6436001,"        Bad Soden am Taunus","15413","81,3","12339","5641","2335","1149","1497","392","934","391"
"5334",6436002,"        Eppstein","9728","81,0","7758","3352","1767","732","621","293","668","325"
"5335",6436003,"        Eschborn","14273","79,8","11182","4623","2733","1123","961","532","757","453"
"5336",6436004,"        Floersheim am Main","14884","77,5","11230","4345","2848","1388","579","662","739","669"
"5337",6436005,"        Hattersheim am Main","18069","73,4","12894","5313","3406","1192","814","660","854","655"
"5338",6436006,"        Hochheim am Main","13257","76,0","9830","4308","2255","1047","670","490","537","523"
"5339",6436007,"        Hofheim am Taunus","28656","80,4","22586","9859","5027","2634","1722","1005","1496","843"
"5340",6436008,"        Kelkheim (Taunus)","20668","79,4","16133","7499","3097","1522","1519","584","1297","615"
"5341",6436009,"        Kriftel","7821","80,2","6134","2790","1403","623","426","218","423","251"
"5342",6436010,"        Liederbach am Taunus","6021","80,4","4734","2205","1056","421","377","163","331","181"
"5343",6436011,"        Schwalbach am Taunus","10438","75,8","7740","3292","2028","637","599","370","501","313"
"5344",6436012,"        Sulzbach (Taunus)","6282","80,8","4969","2193","1295","446","349","204","288","194"
"5345",6437001,"        Bad Koenig","7167","71,1","4937","1946","1561","397","221","290","277","245"
"5346",6437002,"        Beerfelden","4873","74,7","3491","1134","1209","292","181","206","272","197"
"5347",6437003,"        Brensbach","4051","73,8","2888","1083","868","263","136","160","177","201"
"5348",6437004,"        Breuberg","4721","76,9","3508","1082","1274","290","159","254","212","237"
"5349",6437005,"        Brombachtal","2750","75,3","1989","749","566","189","102","130","134","119"
"5350",6437006,"        Erbach","9929","68,2","6581","2697","1918","523","303","407","416","317"
"5351",6437007,"        Fraenkisch-Crumbach","2662","78,7","2027","773","642","163","105","128","107","109"
"5352",6437008,"        Hesseneck","554","82,1","433","167","176","37","7","20","8","18"
"5353",6437009,"        Hoechst i. Odw.","6734","73,7","4773","1749","1511","363","185","343","308","314"
"5354",6437010,"        Luetzelbach","5214","71,9","3603","1410","1213","225","148","215","165","227"
"5355",6437011,"        Michelstadt","12173","71,7","8474","3260","2612","825","432","564","403","378"
"5356",6437012,"        Mossautal","2009","81,0","1524","589","462","140","94","84","79","76"
"5357",6437013,"        Reichelsheim (Odenwald)","6629","73,9","4744","2047","1243","358","280","273","255","288"
"5358",6437014,"        Rothenberg","1894","75,4","1367","496","491","111","59","51","97","62"
"5359",6437015,"        Sensbachtal","805","73,9","557","192","191","34","26","29","33","52"
"5360",6438001,"        Dietzenbach","18867","71,0","12980","4883","3610","1314","824","877","839","633"
"5361",6438002,"        Dreieich","29180","77,1","21984","9105","5598","2280","1798","1041","1177","985"
"5362",6438003,"        Egelsbach","8045","77,7","6106","2241","1801","694","345","334","395","296"
"5363",6438004,"        Hainburg","10657","76,0","7816","3596","1999","600","392","327","481","421"
"5364",6438005,"        Heusenstamm","13580","76,0","10057","4527","2346","846","780","477","633","448"
"5365",6438006,"        Langen (Hessen)","25417","72,2","17941","7043","4521","2042","1273","1052","1059","951"
"5366",6438007,"        Mainhausen","6797","77,5","5094","2235","1364","418","248","259","295","275"
"5367",6438008,"        Muehlheim am Main","19058","74,4","13821","5725","3606","1295","701","810","812","872"
"5368",6438009,"        Neu-Isenburg","23878","72,1","16796","6688","4264","1759","1211","1134","954","786"
"5369",6438010,"        Obertshausen","16852","72,7","11948","5422","2758","961","736","659","723","689"
"5370",6438011,"        Rodgau","31907","76,9","23940","10195","6098","2163","1230","1320","1536","1398"
"5371",6438012,"        Roedermark","19114","78,4","14636","6675","3331","1558","892","670","880","630"
"5372",6438013,"        Seligenstadt","15641","78,4","11922","5670","2652","1033","750","524","653","640"
"5373",6439001,"        Aarbergen","4470","75,0","3263","1294","1022","290","163","162","181","151"
"5374",6439002,"        Bad Schwalbach","7903","73,7","5661","2376","1467","550","359","327","369","213"
"5375",6439003,"        Eltville am Rhein","12788","78,2","9780","4673","2169","984","803","357","437","357"
"5376",6439004,"        Geisenheim","8875","74,7","6455","2760","1636","649","441","308","399","262"
"5377",6439005,"        Heidenrod","6121","79,1","4655","1927","1359","377","247","211","318","216"
"5378",6439006,"        Hohenstein, Untertaunus","4857","79,8","3773","1483","1183","351","189","181","223","163"
"5379",6439007,"        Huenstetten","8100","81,4","6475","2719","1783","611","410","287","377","288"
"5380",6439008,"        Idstein","17459","78,0","13373","5830","3308","1465","944","578","711","537"
"5381",6439009,"        Kiedrich","3039","78,4","2334","1018","675","240","145","65","80","111"
"5382",6439010,"        Lorch, Rheingau","2885","78,9","2190","1081","578","145","110","95","80","101"
"5383",6439011,"        Niedernhausen","10996","80,4","8712","3895","2005","836","720","401","521","334"
"5384",6439012,"        Oestrich-Winkel","8912","77,9","6788","3205","1661","613","443","263","361","242"
"5385",6439013,"        Ruedesheim am Rhein","6751","70,8","4660","2275","1120","369","263","221","219","193"
"5386",6439014,"        Schlangenbad","4711","80,6","3721","1570","819","367","344","185","290","146"
"5387",6439015,"        Taunusstein","21819","76,0","16245","7142","4148","1479","1066","721","1024","665"
"5388",6439016,"        Waldems","4191","81,7","3352","1356","916","375","203","179","173","150"
"5389",6439017,"        Walluf","4355","81,4","3466","1550","912","319","249","132","188","116"
"5390",6440001,"        Altenstadt, Hess","8887","73,0","6348","2452","1874","525","330","322","409","436"
"5391",6440002,"        Bad Nauheim","22478","71,8","15762","6934","3491","1519","1277","844","958","739"
"5392",6440003,"        Bad Vilbel","23111","80,3","18163","7630","4251","2256","1295","924","1055","752"
"5393",6440004,"        Buedingen","16253","69,0","10876","4284","2963","896","559","580","728","866"
"5394",6440005,"        Butzbach","18444","71,6","12834","5110","3678","1226","706","728","672","714"
"5395",6440006,"        Echzell","4255","77,7","3194","1169","1059","324","157","144","148","193"
"5396",6440007,"        Florstadt","6993","74,0","4996","1669","1852","371","232","227","289","356"
"5397",6440008,"        Friedberg (Hessen)","19671","72,4","13895","5511","3604","1548","772","824","898","738"
"5398",6440009,"        Gedern","5847","67,8","3869","1639","1168","246","170","181","197","268"
"5399",6440010,"        Glauburg","2475","74,7","1783","626","561","145","78","101","120","152"
"5400",6440011,"        Hirzenhain","2221","70,4","1519","500","566","90","52","94","96","121"
"5401",6440012,"        Karben","16282","77,6","12370","5149","3448","1145","656","611","782","579"
"5402",6440013,"        Kefenrod","2195","78,1","1655","699","478","97","107","80","81","113"
"5403",6440014,"        Limeshain","3972","72,5","2789","1021","845","189","160","169","170","235"
"5404",6440015,"        Muenzenberg","4500","79,3","3490","1505","1059","234","169","144","190","189"
"5405",6440016,"        Nidda","13577","70,3","9232","3591","2889","621","390","535","570","636"
"5406",6440017,"        Niddatal","7126","77,9","5430","2219","1524","456","308","296","280","347"
"5407",6440018,"        Ober-Moerlen","4512","77,3","3401","1516","820","302","217","153","245","148"
"5408",6440019,"        Ortenberg, Hess","7179","68,5","4755","1861","1408","340","197","307","262","380"
"5409",6440020,"        Ranstadt","3963","74,1","2852","1089","936","208","128","152","154","185"
"5410",6440021,"        Reichelsheim (Wetterau)","5280","75,3","3836","1519","1133","282","182","186","283","251"
"5411",6440022,"        Rockenberg","3417","79,1","2636","1339","540","217","128","119","130","163"
"5412",6440023,"        Rosbach v.d.Hoehe","9039","77,9","6920","2864","1780","665","505","308","405","393"
"5413",6440024,"        Woelfersheim","7725","72,7","5451","1976","1870","357","273","265","314","396"
"5414",6440025,"        Woellstadt","4712","80,3","3687","1629","1003","260","191","155","235","214"
"5415",6531001,"        Allendorf (Lumda)","3342","79,4","2600","1001","810","208","159","132","151","139"
"5416",6531002,"        Biebertal","8172","77,1","6128","2310","2022","551","295","298","345","307"
"5417",6531003,"        Buseck","10159","77,5","7664","3068","2365","611","361","437","385","437"
"5418",6531004,"        Fernwald","5176","78,0","3956","1570","1250","368","211","207","162","188"
"5419",6531005,"        Gießen","56868","68,9","38356","12490","10804","5475","1773","3730","1745","2339"
"5420",6531006,"        Gruenberg, Hess","11017","71,3","7645","3332","2003","579","447","372","449","463"
"5421",6531007,"        Heuchelheim","5780","78,7","4449","1745","1342","480","212","273","251","146"
"5422",6531008,"        Hungen","9981","71,3","6943","2817","2166","510","336","348","341","425"
"5423",6531009,"        Langgoens","8999","75,6","6667","2743","1923","583","357","337","398","326"
"5424",6531010,"        Laubach, Hess","7636","71,4","5284","1957","1580","445","298","373","258","373"
"5425",6531011,"        Lich","10357","75,7","7591","2954","2225","742","557","406","315","392"
"5426",6531012,"        Linden, Hessen","9338","75,4","6895","2899","1889","695","359","405","343","305"
"5427",6531013,"        Lollar","6796","70,3","4653","1695","1488","435","188","337","240","270"
"5428",6531014,"        Pohlheim","13408","74,8","9822","4364","2824","783","404","495","449","503"
"5429",6531015,"        Rabenau, Hess","4224","75,7","3086","1104","1065","173","140","172","114","318"
"5430",6531016,"        Reiskirchen","8145","73,1","5794","2495","1686","375","262","305","300","371"
"5431",6531017,"        Staufenberg, Hess","6388","74,5","4648","1764","1470","415","230","276","233","260"
"5432",6531018,"        Wettenberg","9852","78,3","7553","2790","2404","787","375","419","439","339"
"5433",6532001,"        Aßlar","10012","66,5","6454","2700","2007","464","282","339","315","347"
"5434",6532002,"        Bischoffen","2765","71,1","1901","891","510","108","71","105","122","94"
"5435",6532003,"        Braunfels","8767","71,1","6070","2514","1803","500","300","286","388","279"
"5436",6532004,"        Breitscheid, Hess","3799","70,2","2596","1413","648","82","96","82","152","123"
"5437",6532005,"        Dietzhoelztal","4595","67,7","3038","1273","968","170","133","151","190","153"
"5438",6532006,"        Dillenburg","17510","64,5","11026","5108","3068","677","470","514","622","567"
"5439",6532007,"        Driedorf","3876","71,6","2710","1230","792","143","95","113","191","146"
"5440",6532008,"        Ehringshausen","7034","67,6","4608","1978","1484","255","203","220","250","218"
"5441",6532009,"        Eschenburg","7857","66,6","5103","2381","1411","254","201","208","375","273"
"5442",6532010,"        Greifenstein","5463","73,0","3873","1554","1235","279","178","218","198","211"
"5443",6532011,"        Haiger","14067","66,7","9206","4540","2410","446","362","411","527","510"
"5444",6532012,"        Herborn, Hess","15570","67,9","10303","4312","3148","831","473","541","560","438"
"5445",6532013,"        Hohenahr","3921","73,7","2782","1032","951","214","106","179","153","147"
"5446",6532014,"        Huettenberg","8230","78,5","6318","2709","1714","571","323","316","340","345"
"5447",6532015,"        Lahnau","6552","75,2","4800","1739","1608","462","209","283","266","233"
"5448",6532016,"        Leun","4520","69,7","3072","1259","912","199","117","139","222","224"
"5449",6532017,"        Mittenaar","3891","77,8","2926","1157","1078","199","101","116","169","106"
"5450",6532018,"        Schoeffengrund","5126","75,8","3757","1530","1133","299","164","207","212","212"
"5451",6532019,"        Siegbach","2255","68,1","1499","516","570","95","34","80","141","63"
"5452",6532020,"        Sinn","4920","69,9","3360","1415","1002","235","164","172","209","163"
"5453",6532021,"        Solms","10550","68,0","7003","2887","2199","493","329","359","403","333"
"5454",6532022,"        Waldsolms","3876","73,3","2757","1092","784","227","128","146","208","172"
"5455",6532023,"        Wetzlar","37687","66,3","24260","9430","7545","2059","1114","1531","1318","1263"
"5456",6533001,"        Beselich","4092","71,2","2816","1385","720","158","151","131","164","107"
"5457",6533002,"        Brechen","5197","73,8","3741","1773","929","272","171","171","238","187"
"5458",6533003,"        Bad Camberg","10779","77,1","8143","3840","1930","648","447","415","539","324"
"5459",6533004,"        Dornburg, Westerw","6364","73,4","4548","2575","914","184","237","130","303","205"
"5460",6533005,"        Elbtal","1796","70,9","1240","607","283","64","81","58","77","70"
"5461",6533006,"        Elz","5842","72,8","4103","2210","964","220","191","149","233","136"
"5462",6533007,"        Hadamar","9008","66,7","5850","2785","1475","373","314","288","356","259"
"5463",6533008,"        Huenfelden","7805","74,8","5679","2320","1704","421","308","245","353","328"
"5464",6533009,"        Limburg a.d.Lahn","24731","68,9","16654","7721","4122","1364","933","847","1001","666"
"5465",6533010,"        Loehnberg","3383","71,9","2356","799","928","160","98","114","124","133"
"5466",6533011,"        Mengerskirchen","4476","69,6","3011","1531","765","171","104","133","153","154"
"5467",6533012,"        Merenberg","2590","71,2","1792","676","610","116","85","86","122","97"
"5468",6533013,"        Runkel","7548","73,9","5424","2366","1649","340","259","273","314","223"
"5469",6533014,"        Selters (Taunus)","6499","63,7","4049","1979","982","236","204","189","258","201"
"5470",6533015,"        Villmar","5509","75,4","4022","1747","1255","273","170","164","256","157"
"5471",6533016,"        Waldbrunn (Westerwald)","4415","70,0","3014","1635","654","153","154","125","160","133"
"5472",6533017,"        Weilburg","9914","68,5","6607","2496","2144","504","349","339","463","312"
"5473",6533018,"        Weilmuenster","6978","72,3","4915","1940","1678","321","254","215","284","223"
"5474",6533019,"        Weinbach","3654","74,8","2650","907","1009","181","92","142","206","113"
"5475",6534001,"        Amoeneburg","4056","74,2","2921","1627","620","189","120","123","148","94"
"5476",6534002,"        Angelburg","2647","69,6","1801","690","663","105","53","95","111","84"
"5477",6534003,"        Bad Endbach","6431","62,1","3875","1658","1336","170","121","222","224","144"
"5478",6534004,"        Biedenkopf","10304","67,6","6814","2768","2450","395","284","349","328","240"
"5479",6534005,"        Breidenbach","4843","67,4","3172","1362","1173","169","76","138","154","100"
"5480",6534006,"        Coelbe","5284","74,5","3853","1204","1471","470","159","235","163","151"
"5481",6534007,"        Dautphetal","8912","71,4","6175","2562","2295","290","213","291","294","230"
"5482",6534008,"        Ebsdorfergrund","7159","74,4","5162","1675","2070","482","187","285","235","228"
"5483",6534009,"        Fronhausen","3293","76,5","2458","947","880","200","77","140","125","89"
"5484",6534010,"        Gladenbach","9446","67,8","6227","2708","2097","387","243","292","287","213"
"5485",6534011,"        Kirchhain","12561","72,2","8821","3549","3041","684","355","460","445","287"
"5486",6534012,"        Lahntal","5326","73,5","3828","1368","1484","362","157","188","146","123"
"5487",6534013,"        Lohra","4477","72,8","3161","1160","1095","251","102","195","187","171"
"5488",6534014,"        Marburg","55729","73,4","40275","11788","12306","7066","1746","4068","1549","1752"
"5489",6534015,"        Muenchhausen am Christenberg","2785","70,5","1915","741","685","165","82","99","79","64"
"5490",6534016,"        Neustadt (Hessen)","6518","65,5","4146","2016","1084","185","160","151","361","189"
"5491",6534017,"        Rauschenberg","3552","71,2","2470","949","806","248","107","138","117","105"
"5492",6534018,"        Stadtallendorf","13401","63,2","8202","3862","2431","441","359","440","342","327"
"5493",6534019,"        Steffenberg","3211","67,2","2088","695","801","144","54","126","156","112"
"5494",6534020,"        Weimar (Lahn)","5665","77,0","4295","1585","1455","471","201","296","159","128"
"5495",6534021,"        Wetter (Hessen)","7212","70,5","4934","1633","1953","462","208","314","199","165"
"5496",6534022,"        Wohratal","1874","72,5","1316","446","553","107","47","75","49","39"
"5497",6535001,"        Alsfeld","12823","69,5","8628","3497","2928","622","346","509","391","335"
"5498",6535002,"        Antrifttal","1680","83,5","1358","844","191","67","62","65","51","78"
"5499",6535003,"        Feldatal","2167","74,2","1554","584","496","116","101","78","67","112"
"5500",6535004,"        Freiensteinau","2624","77,1","1963","849","492","95","129","85","148","165"
"5501",6535005,"        Gemuenden (Felda)","2335","72,7","1652","693","534","95","74","79","87","90"
"5502",6535006,"        Grebenau","2100","77,7","1587","601","552","90","74","85","91","94"
"5503",6535007,"        Grebenhain","3959","74,3","2849","1116","884","180","166","156","160","187"
"5504",6535008,"        Herbstein","3962","73,2","2797","1221","789","181","134","175","142","155"
"5505",6535009,"        Homberg (Ohm)","5977","73,4","4243","1641","1400","339","224","204","199","236"
"5506",6535010,"        Kirtorf","2712","79,4","2086","1081","508","123","113","71","92","98"
"5507",6535011,"        Lauterbach (Hess.)","10464","71,7","7309","2798","2323","645","446","395","408","294"
"5508",6535012,"        Lautertal (Vogelsberg)","2035","76,4","1499","569","535","92","61","75","85","82"
"5509",6535013,"        Muecke","7662","74,1","5498","2114","1757","392","252","229","350","404"
"5510",6535014,"        Romrod","2276","74,8","1651","610","595","128","87","88","73","70"
"5511",6535015,"        Schlitz","7681","72,0","5358","2174","1600","425","263","315","293","288"
"5512",6535016,"        Schotten","8572","69,6","5764","2189","1699","414","399","358","332","373"
"5513",6535017,"        Schwalmtal, Hess","2360","76,0","1738","709","524","157","81","101","80","86"
"5514",6535018,"        Ulrichstein","2464","75,0","1790","670","550","111","131","127","98","103"
"5515",6535019,"        Wartenberg, Hess","3231","72,7","2281","795","751","182","128","141","186","98"
"5516",6611,"      Kassel, Kreisfreie Stadt","142558","68,5","95327","28003","30040","14267","3882","9883","4599","4653"
"5517",6631001,"        Bad Salzschlirf","2432","67,4","1597","813","330","95","99","86","94","80"
"5518",6631002,"        Burghaun","5285","77,4","3966","1853","1081","248","240","156","210","178"
"5519",6631003,"        Dipperz","2624","77,8","2013","1180","301","155","103","61","116","97"
"5520",6631004,"        Ebersburg","3574","77,6","2705","1564","458","152","127","96","153","155"
"5521",6631005,"        Ehrenberg (Rhoen)","2132","81,4","1689","996","319","101","68","53","89","63"
"5522",6631006,"        Eichenzell","8804","76,8","6595","3525","1417","392","294","279","381","307"
"5523",6631007,"        Eiterfeld","5718","78,1","4348","2655","719","210","181","137","197","249"
"5524",6631008,"        Flieden","6888","76,4","5127","2870","1059","257","233","209","256","243"
"5525",6631009,"        Fulda","47652","66,2","30854","15262","6365","2538","1506","1758","1979","1446"
"5526",6631010,"        Gersfeld (Rhoen)","4496","71,2","3122","1269","845","235","215","182","210","166"
"5527",6631011,"        Großenlueder","6829","77,3","5164","2902","983","300","193","205","326","255"
"5528",6631012,"        Hilders","3763","76,4","2824","1783","392","148","119","104","140","138"
"5529",6631013,"        Hofbieber","4731","82,1","3799","2279","614","243","171","136","202","154"
"5530",6631014,"        Hosenfeld","3802","77,9","2863","1723","423","147","154","96","184","136"
"5531",6631015,"        Huenfeld","12551","73,9","9051","5407","1591","520","388","308","446","391"
"5532",6631016,"        Kalbach","5062","77,0","3788","1966","924","141","144","169","219","225"
"5533",6631017,"        Kuenzell","12889","73,9","9340","5063","1844","660","472","391","529","381"
"5534",6631018,"        Neuhof, Kr Fulda","8670","73,5","6218","3258","1401","319","273","226","381","360"
"5535",6631019,"        Nuesttal","2243","78,5","1721","1065","251","102","75","58","78","92"
"5536",6631020,"        Petersberg, Kr Fulda","11957","77,2","9054","4977","1774","648","387","355","561","352"
"5537",6631021,"        Poppenhausen (Wasserkuppe)","2016","81,4","1600","1036","190","124","76","48","83","43"
"5538",6631022,"        Rasdorf","1310","80,5","1026","650","162","48","43","31","42","50"
"5539",6631023,"        Tann (Rhoen)","3652","73,4","2595","1180","775","117","139","101","144","139"
"5540",6632001,"        Alheim","4010","75,1","2920","1183","1022","198","110","121","145","141"
"5541",6632002,"        Bad Hersfeld","22553","67,4","14770","5500","5001","1078","753","871","847","720"
"5542",6632003,"        Bebra","10799","71,7","7502","3064","2679","452","223","370","412","302"
"5543",6632004,"        Breitenbach a. Herzberg","1474","75,0","1081","398","391","54","51","59","63","65"
"5544",6632005,"        Cornberg","1179","73,5","841","221","394","36","24","63","41","62"
"5545",6632006,"        Friedewald, Hess","1984","75,4","1442","593","500","60","51","69","95","74"
"5546",6632007,"        Hauneck","2636","75,8","1946","709","707","143","81","104","96","106"
"5547",6632008,"        Haunetal","2378","80,3","1844","723","590","140","83","114","110","84"
"5548",6632009,"        Heringen (Werra)","6179","72,4","4344","1437","1831","217","136","245","200","278"
"5549",6632010,"        Hohenroda","2631","74,5","1891","612","786","86","98","85","96","128"
"5550",6632011,"        Kirchheim, Hess","2922","72,4","2017","766","686","112","78","101","141","133"
"5551",6632012,"        Ludwigsau","4649","76,8","3456","1343","1289","190","109","148","205","172"
"5552",6632013,"        Nentershausen, Hess","2326","80,1","1804","543","761","130","48","128","71","123"
"5553",6632014,"        Neuenstein, Hess","2468","75,4","1798","802","595","88","67","87","91","68"
"5554",6632015,"        Niederaula","4369","72,8","3080","1127","1105","182","106","162","235","163"
"5555",6632016,"        Philippsthal (Werra)","3510","71,5","2442","844","1016","87","88","152","123","132"
"5556",6632017,"        Ronshausen","1997","80,0","1547","569","634","95","44","59","82","64"
"5557",6632018,"        Rotenburg a.d.Fulda","10867","71,4","7539","3036","2571","562","282","428","376","284"
"5558",6632019,"        Schenklengsfeld","3740","78,6","2861","1016","1119","196","100","125","176","129"
